start_time,end_time,duration,asleep,soothing
2020-03-27 07:00:51,2020-03-27 07:07:41,410,310,100
2020-03-27 07:18:06,2020-03-27 08:25:17,4031,3848,183
2020-03-27 10:24:11,2020-03-27 10:25:04,53,17,36
2020-03-27 10:30:13,2020-03-27 11:06:44,2191,2042,149
2020-03-27 11:39:18,2020-03-27 11:40:15,57,13,44
2020-03-27 11:48:27,2020-03-27 11:51:59,212,16,196
2020-03-27 15:22:54,2020-03-27 15:23:23,29,13,16
2020-03-27 15:30:09,2020-03-27 16:25:06,3297,3061,236
2020-03-27 17:14:44,2020-03-27 17:17:09,145,84,61
2020-03-27 17:22:21,2020-03-27 18:18:41,3380,2420,960
2020-03-27 20:06:56,2020-03-27 20:09:49,173,18,155
2020-03-27 20:17:07,2020-03-28 06:28:15,36668,36668,0
2020-03-28 06:37:51,2020-03-28 09:31:37,10426,9946,480
2020-03-28 10:59:33,2020-03-28 11:00:30,57,15,42
2020-03-28 11:02:15,2020-03-28 11:38:26,2171,2157,14
2020-03-28 15:27:04,2020-03-28 15:28:00,56,16,40
2020-03-28 15:35:58,2020-03-28 16:28:13,3135,3114,21
2020-03-28 17:30:50,2020-03-28 17:30:58,8,8,0
2020-03-28 17:34:01,2020-03-28 17:36:50,169,19,150
2020-03-28 17:45:33,2020-03-28 18:48:58,3805,3788,17
2020-03-28 18:45:29,2020-03-28 18:45:47,18,18,0
2020-03-28 19:34:54,2020-03-28 19:36:16,82,26,56
2020-03-28 19:47:21,2020-03-29 05:07:19,33598,32638,960
2020-03-29 05:27:22,2020-03-29 05:28:05,43,17,26
2020-03-29 05:27:23,2020-03-29 05:30:50,207,207,0
2020-03-29 05:32:51,2020-03-29 05:39:14,383,28,355
2020-03-29 05:48:14,2020-03-29 08:46:45,10711,10231,480
2020-03-29 09:54:01,2020-03-29 09:57:52,231,231,0
2020-03-29 10:11:32,2020-03-29 10:40:40,1748,1748,0
2020-03-29 14:25:30,2020-03-29 14:25:59,29,29,0
2020-03-29 14:28:47,2020-03-29 14:29:32,45,39,6
2020-03-29 14:40:21,2020-03-29 15:11:21,1860,1860,0
2020-03-29 16:47:14,2020-03-29 16:48:15,61,61,0
2020-03-29 16:51:08,2020-03-29 17:38:36,2848,2848,0
2020-03-29 18:12:38,2020-03-29 18:13:06,28,28,0
2020-03-29 18:58:41,2020-03-29 18:58:52,11,11,0
2020-03-29 19:00:11,2020-03-29 19:01:17,66,66,0
2020-03-29 19:08:27,2020-03-29 19:45:15,2208,2208,0
2020-03-29 20:48:40,2020-03-29 20:49:49,69,69,0
2020-03-29 20:57:51,2020-03-29 20:59:58,127,127,0
2020-03-29 20:58:23,2020-03-29 20:58:52,29,29,0
2020-03-29 21:02:13,2020-03-29 21:11:33,560,316,244
2020-03-29 21:18:15,2020-03-29 21:31:34,799,799,0
2020-03-29 21:33:08,2020-03-29 21:33:40,32,32,0
2020-03-29 21:53:18,2020-03-29 21:54:53,95,27,68
2020-03-29 21:54:00,2020-03-30 03:49:25,21325,20810,515
2020-03-30 04:07:26,2020-03-30 04:11:25,239,175,64
2020-03-30 04:12:46,2020-03-30 08:37:19,15873,15873,0
2020-03-30 10:14:33,2020-03-30 10:15:04,31,24,7
2020-03-30 10:19:21,2020-03-30 10:53:25,2044,2044,0
2020-03-30 14:58:02,2020-03-30 15:02:01,239,234,5
2020-03-30 15:11:14,2020-03-30 16:16:30,3916,3469,447
2020-03-30 17:35:38,2020-03-30 17:38:36,178,178,0
2020-03-30 17:44:46,2020-03-30 18:34:34,2988,2976,12
2020-03-30 19:41:34,2020-03-30 19:42:48,74,21,53
2020-03-30 19:44:43,2020-03-30 19:49:40,297,78,219
2020-03-30 20:00:12,2020-03-31 07:22:50,40958,40958,0
2020-03-31 07:34:10,2020-03-31 07:37:15,185,185,0
2020-03-31 07:42:30,2020-03-31 07:56:25,835,830,5
2020-03-31 08:00:58,2020-03-31 10:24:53,8635,8635,0
2020-03-31 11:18:07,2020-03-31 11:19:36,89,89,0
2020-03-31 11:29:39,2020-03-31 11:33:11,212,207,5
2020-03-31 11:33:43,2020-03-31 12:28:14,3271,3271,0
2020-03-31 13:51:00,2020-03-31 13:52:27,87,87,0
2020-03-31 13:54:26,2020-03-31 13:57:37,191,27,164
2020-03-31 14:01:36,2020-03-31 14:03:54,138,109,29
2020-03-31 14:06:14,2020-03-31 14:10:47,273,83,190
2020-03-31 14:49:01,2020-03-31 14:50:05,64,64,0
2020-03-31 14:57:04,2020-03-31 15:33:53,2209,2209,0
2020-03-31 19:15:22,2020-03-31 19:18:45,203,203,0
2020-03-31 19:22:37,2020-03-31 20:22:53,3616,3616,0
2020-03-31 21:22:27,2020-03-31 21:22:34,7,7,0
2020-03-31 21:30:35,2020-03-31 21:33:57,202,17,185
2020-03-31 21:41:42,2020-03-31 21:50:31,529,141,388
2020-03-31 21:58:21,2020-03-31 22:08:39,618,138,480
2020-03-31 22:20:37,2020-03-31 22:23:52,195,51,144
2020-03-31 22:29:55,2020-04-01 06:15:08,27913,27913,0
2020-04-01 06:31:26,2020-04-01 09:29:24,10678,10678,0
2020-04-01 10:50:42,2020-04-01 10:52:08,86,86,0
2020-04-01 10:56:44,2020-04-01 11:36:11,2367,2367,0
2020-04-01 13:06:55,2020-04-01 13:08:07,72,72,0
2020-04-01 13:12:22,2020-04-01 13:16:08,226,30,196
2020-04-01 13:21:26,2020-04-01 14:02:49,2483,2003,480
2020-04-01 15:32:30,2020-04-01 15:33:22,52,52,0
2020-04-01 15:37:02,2020-04-01 15:40:38,216,16,200
2020-04-01 15:50:02,2020-04-01 16:35:34,2732,2732,0
2020-04-01 18:15:30,2020-04-01 18:21:08,338,30,308
2020-04-01 18:29:06,2020-04-01 19:14:41,2735,1909,826
2020-04-01 20:27:15,2020-04-01 20:29:08,113,98,15
2020-04-01 20:39:00,2020-04-01 20:41:27,147,14,133
2020-04-01 20:48:05,2020-04-01 20:55:02,417,52,365
2020-04-01 21:01:14,2020-04-02 06:21:28,33614,33134,480
2020-04-02 06:49:44,2020-04-02 06:53:45,241,133,108
2020-04-02 06:56:29,2020-04-02 09:44:13,10064,9584,480
2020-04-02 11:18:17,2020-04-02 11:19:40,83,83,0
2020-04-02 11:23:32,2020-04-02 11:59:17,2145,2049,96
2020-04-02 13:09:16,2020-04-02 13:10:37,81,81,0
2020-04-02 13:44:49,2020-04-02 13:45:32,43,43,0
2020-04-02 13:48:32,2020-04-02 14:32:28,2636,2636,0
2020-04-02 16:15:33,2020-04-02 16:17:48,135,135,0
2020-04-02 16:20:37,2020-04-02 16:24:35,238,16,222
2020-04-02 16:31:39,2020-04-02 16:36:19,280,10,270
2020-04-02 16:41:09,2020-04-02 17:22:16,2467,1987,480
2020-04-02 19:15:41,2020-04-02 19:18:35,174,174,0
2020-04-02 19:23:30,2020-04-02 20:33:12,4182,4182,0
2020-04-02 20:48:50,2020-04-02 20:54:44,354,354,0
2020-04-02 20:57:22,2020-04-03 06:57:58,36036,35076,960
2020-04-03 07:14:09,2020-04-03 07:20:18,369,369,0
2020-04-03 07:27:51,2020-04-03 07:32:48,297,19,278
2020-04-03 07:36:36,2020-04-03 09:36:31,7195,6715,480
2020-04-03 11:06:03,2020-04-03 11:07:17,74,74,0
2020-04-03 11:14:28,2020-04-03 11:54:23,2395,2395,0
2020-04-03 13:32:24,2020-04-03 13:33:09,45,45,0
2020-04-03 13:39:08,2020-04-03 14:17:27,2299,2299,0
2020-04-03 16:18:36,2020-04-03 16:19:35,59,59,0
2020-04-03 16:24:16,2020-04-03 16:29:23,307,307,0
2020-04-03 16:35:09,2020-04-03 17:26:45,3096,3096,0
2020-04-03 18:00:57,2020-04-03 18:02:00,63,24,39
2020-04-03 18:57:31,2020-04-03 18:58:03,32,32,0
2020-04-03 19:00:49,2020-04-03 19:02:44,115,115,0
2020-04-03 19:06:32,2020-04-03 19:48:24,2512,2032,480
2020-04-03 21:32:28,2020-04-03 21:32:43,15,15,0
2020-04-03 21:37:29,2020-04-03 21:40:55,206,70,136
2020-04-03 21:42:25,2020-04-03 21:44:29,124,12,112
2020-04-03 21:47:14,2020-04-03 22:40:08,3174,3158,16
2020-04-03 22:42:44,2020-04-04 07:53:52,33068,33068,0
2020-04-04 08:04:31,2020-04-04 08:06:23,112,112,0
2020-04-04 08:08:31,2020-04-04 09:32:40,5049,4569,480
2020-04-04 11:26:32,2020-04-04 11:29:34,182,182,0
2020-04-04 11:34:50,2020-04-04 12:18:56,2646,2646,0
2020-04-04 13:48:01,2020-04-04 13:49:55,114,114,0
2020-04-04 13:52:12,2020-04-04 14:41:40,2968,2968,0
2020-04-04 16:22:15,2020-04-04 16:23:10,55,55,0
2020-04-04 16:23:47,2020-04-04 16:24:25,38,38,0
2020-04-04 16:28:04,2020-04-04 17:14:35,2791,2311,480
2020-04-04 18:55:48,2020-04-04 19:00:02,254,254,0
2020-04-04 19:03:41,2020-04-04 19:04:39,58,32,26
2020-04-04 20:02:40,2020-04-04 20:03:39,59,59,0
2020-04-04 20:07:30,2020-04-04 20:11:04,214,11,203
2020-04-04 20:13:45,2020-04-04 21:07:27,3222,2742,480
2020-04-04 21:09:16,2020-04-05 05:40:34,30678,30198,480
2020-04-05 05:59:17,2020-04-05 06:02:17,180,17,163
2020-04-05 06:03:02,2020-04-05 10:13:19,15017,13649,1368
2020-04-05 11:42:40,2020-04-05 11:46:22,222,27,195
2020-04-05 11:50:11,2020-04-05 12:40:29,3018,3018,0
2020-04-05 14:22:38,2020-04-05 14:23:53,75,75,0
2020-04-05 14:28:05,2020-04-05 14:29:05,60,60,0
2020-04-05 14:36:55,2020-04-05 15:21:58,2703,2703,0
2020-04-05 16:13:00,2020-04-05 16:14:11,71,71,0
2020-04-05 16:17:41,2020-04-05 16:21:14,213,73,140
2020-04-05 16:27:13,2020-04-05 17:08:27,2474,1994,480
2020-04-05 18:35:57,2020-04-05 19:23:45,2868,2868,0
2020-04-05 20:44:54,2020-04-05 20:45:17,23,23,0
2020-04-05 20:50:06,2020-04-05 20:51:39,93,93,0
2020-04-05 20:52:33,2020-04-06 04:46:32,28439,28439,0
2020-04-06 05:03:06,2020-04-06 09:44:53,16907,16748,159
2020-04-06 11:04:01,2020-04-06 11:04:57,56,56,0
2020-04-06 11:09:22,2020-04-06 11:12:32,190,22,168
2020-04-06 11:13:25,2020-04-06 11:52:43,2358,2358,0
2020-04-06 13:23:35,2020-04-06 13:24:42,67,67,0
2020-04-06 13:29:48,2020-04-06 14:15:41,2753,2266,487
2020-04-06 14:14:42,2020-04-06 14:14:49,7,7,0
2020-04-06 15:52:17,2020-04-06 15:53:05,48,48,0
2020-04-06 15:58:42,2020-04-06 15:59:33,51,12,39
2020-04-06 16:00:24,2020-04-06 16:44:37,2653,2173,480
2020-04-06 18:16:14,2020-04-06 18:17:58,104,104,0
2020-04-06 18:19:47,2020-04-06 18:32:52,785,305,480
2020-04-06 18:36:47,2020-04-06 18:40:03,196,33,163
2020-04-06 18:48:22,2020-04-06 19:29:04,2442,1962,480
2020-04-06 21:03:22,2020-04-06 21:04:05,43,43,0
2020-04-06 21:07:55,2020-04-06 21:08:31,36,18,18
2020-04-06 21:11:05,2020-04-06 21:15:04,239,28,211
2020-04-06 21:16:24,2020-04-07 04:38:29,26525,26045,480
2020-04-07 04:54:44,2020-04-07 04:59:49,305,305,0
2020-04-07 05:02:37,2020-04-07 08:59:09,14192,14192,0
2020-04-07 10:31:10,2020-04-07 10:32:03,53,53,0
2020-04-07 10:30:07,2020-04-07 11:16:45,2798,2318,480
2020-04-07 13:19:00,2020-04-07 13:20:34,94,94,0
2020-04-07 13:22:05,2020-04-07 14:03:56,2511,2430,81
2020-04-07 15:43:24,2020-04-07 15:44:45,81,81,0
2020-04-07 15:46:20,2020-04-07 16:37:09,3049,2569,480
2020-04-07 18:34:30,2020-04-07 18:35:42,72,72,0
2020-04-07 18:37:33,2020-04-07 18:38:54,81,81,0
2020-04-07 18:38:11,2020-04-07 19:27:36,2965,2965,0
2020-04-07 20:47:35,2020-04-07 20:48:47,72,72,0
2020-04-07 20:50:31,2020-04-07 20:53:56,205,16,189
2020-04-07 20:56:54,2020-04-07 21:44:43,2869,2869,0
2020-04-07 21:46:59,2020-04-07 21:56:02,543,543,0
2020-04-07 22:04:38,2020-04-07 22:06:52,134,76,58
2020-04-07 22:12:12,2020-04-07 22:28:14,962,25,937
2020-04-07 22:34:40,2020-04-07 22:34:45,5,5,0
2020-04-07 22:48:40,2020-04-08 06:13:13,26673,26193,480
2020-04-08 06:25:05,2020-04-08 06:48:15,1390,910,480
2020-04-08 06:50:12,2020-04-08 09:38:15,10083,9603,480
2020-04-08 11:03:36,2020-04-08 11:04:53,77,77,0
2020-04-08 11:06:34,2020-04-08 11:08:49,135,18,117
2020-04-08 11:11:53,2020-04-08 11:59:38,2865,2385,480
2020-04-08 13:53:40,2020-04-08 13:55:51,131,131,0
2020-04-08 14:00:57,2020-04-08 14:46:20,2723,2243,480
2020-04-08 15:23:42,2020-04-08 15:24:27,45,13,32
2020-04-08 15:25:12,2020-04-08 15:26:22,70,70,0
2020-04-08 15:29:44,2020-04-08 15:32:43,179,174,5
2020-04-08 15:33:42,2020-04-08 15:36:58,196,14,182
2020-04-08 16:15:32,2020-04-08 16:16:33,61,61,0
2020-04-08 16:18:48,2020-04-08 16:20:09,81,16,65
2020-04-08 16:22:10,2020-04-08 16:24:31,141,16,125
2020-04-08 16:27:58,2020-04-08 17:22:59,3301,2821,480
2020-04-08 17:40:22,2020-04-08 17:40:28,6,6,0
2020-04-08 17:44:35,2020-04-08 19:38:45,6850,6370,480
2020-04-08 21:20:40,2020-04-08 21:21:45,65,65,0
2020-04-08 21:24:54,2020-04-08 21:27:17,143,19,124
2020-04-08 21:28:53,2020-04-09 07:07:41,34728,34248,480
2020-04-09 07:16:56,2020-04-09 07:25:22,506,272,234
2020-04-09 07:26:26,2020-04-09 09:12:30,6364,5884,480
2020-04-09 09:13:40,2020-04-09 09:13:54,14,14,0
2020-04-09 10:33:20,2020-04-09 10:35:11,111,111,0
2020-04-09 10:37:17,2020-04-09 10:40:00,163,14,149
2020-04-09 10:40:30,2020-04-09 10:41:20,50,50,0
2020-04-09 10:40:56,2020-04-09 11:18:26,2250,1770,480
2020-04-09 14:29:07,2020-04-09 14:30:36,89,89,0
2020-04-09 14:37:00,2020-04-09 14:38:53,113,43,70
2020-04-09 14:38:46,2020-04-09 14:42:25,219,8,211
2020-04-09 14:44:39,2020-04-09 15:30:22,2743,2263,480
2020-04-09 15:36:27,2020-04-09 15:36:31,4,4,0
2020-04-09 16:09:24,2020-04-09 16:09:44,20,20,0
2020-04-09 16:33:59,2020-04-09 16:34:40,41,34,7
2020-04-09 16:39:35,2020-04-09 16:41:21,106,12,94
2020-04-09 16:42:42,2020-04-09 17:37:24,3282,2588,694
2020-04-09 17:39:06,2020-04-09 17:42:28,202,10,192
2020-04-09 19:22:55,2020-04-09 19:23:23,28,28,0
2020-04-09 19:26:20,2020-04-09 19:26:48,28,23,5
2020-04-09 19:31:12,2020-04-09 19:33:12,120,19,101
2020-04-09 19:30:46,2020-04-09 20:11:11,2425,1725,700
2020-04-09 21:23:18,2020-04-09 21:24:25,67,67,0
2020-04-09 21:26:29,2020-04-09 21:26:47,18,18,0
2020-04-09 21:25:49,2020-04-09 21:26:22,33,26,7
2020-04-09 21:43:15,2020-04-09 21:49:28,373,13,360
2020-04-09 21:51:05,2020-04-09 22:43:12,3127,2647,480
2020-04-09 22:46:56,2020-04-09 22:47:26,30,9,21
2020-04-09 22:49:17,2020-04-09 23:11:30,1333,853,480
2020-04-09 23:16:31,2020-04-10 06:15:44,25153,25153,0
2020-04-10 06:27:17,2020-04-10 09:31:00,11023,11023,0
2020-04-10 10:56:25,2020-04-10 10:57:51,86,86,0
2020-04-10 10:59:18,2020-04-10 11:03:19,241,15,226
2020-04-10 11:06:46,2020-04-10 11:43:46,2220,1740,480
2020-04-10 15:20:29,2020-04-10 15:21:44,75,75,0
2020-04-10 15:28:13,2020-04-10 15:31:06,173,25,148
2020-04-10 15:34:05,2020-04-10 15:37:05,180,11,169
2020-04-10 15:39:40,2020-04-10 16:22:27,2567,2045,522
2020-04-10 17:46:05,2020-04-10 17:48:53,168,15,153
2020-04-10 17:55:08,2020-04-10 17:55:55,47,22,25
2020-04-10 17:58:20,2020-04-10 17:58:56,36,3,33
2020-04-10 18:06:02,2020-04-10 18:38:36,1954,1101,853
2020-04-10 18:42:57,2020-04-10 18:44:51,114,114,0
2020-04-10 19:36:05,2020-04-10 19:37:05,60,60,0
2020-04-10 19:38:39,2020-04-10 19:40:15,96,15,81
2020-04-10 19:42:45,2020-04-10 20:25:20,2555,2075,480
2020-04-10 21:19:14,2020-04-10 21:19:27,13,13,0
2020-04-10 21:17:17,2020-04-10 21:18:17,60,8,52
2020-04-10 21:23:41,2020-04-10 21:27:30,229,9,220
2020-04-10 21:30:55,2020-04-10 21:36:48,353,24,329
2020-04-10 21:40:49,2020-04-11 06:16:52,30963,30483,480
2020-04-11 06:30:49,2020-04-11 09:01:07,9018,9014,4
2020-04-11 10:17:18,2020-04-11 11:03:24,2766,2286,480
2020-04-11 12:41:16,2020-04-11 12:42:29,73,62,11
2020-04-11 12:44:59,2020-04-11 12:46:12,73,14,59
2020-04-11 12:54:27,2020-04-11 13:33:01,2314,1834,480
2020-04-11 13:54:46,2020-04-11 13:57:33,167,46,121
2020-04-11 13:59:55,2020-04-11 14:01:07,72,12,60
2020-04-11 14:02:48,2020-04-11 14:08:01,313,156,157
2020-04-11 14:12:22,2020-04-11 14:32:04,1182,634,548
2020-04-11 16:09:43,2020-04-11 16:11:16,93,93,0
2020-04-11 16:16:46,2020-04-11 17:03:09,2783,2297,486
2020-04-11 17:01:07,2020-04-11 17:52:22,3075,2038,1037
2020-04-11 18:55:01,2020-04-11 18:56:23,82,82,0
2020-04-11 19:00:21,2020-04-11 19:01:20,59,13,46
2020-04-11 19:05:51,2020-04-11 19:51:28,2737,1934,803
2020-04-11 20:52:24,2020-04-11 20:53:54,90,90,0
2020-04-11 20:56:33,2020-04-12 06:51:37,35704,35224,480
2020-04-12 07:09:01,2020-04-12 09:14:09,7508,7352,156
2020-04-12 10:41:19,2020-04-12 10:41:55,36,36,0
2020-04-12 10:45:00,2020-04-12 11:25:25,2425,1945,480
2020-04-12 15:25:58,2020-04-12 15:30:26,268,19,249
2020-04-12 15:32:46,2020-04-12 15:34:36,110,10,100
2020-04-12 15:41:34,2020-04-12 16:38:23,3409,2567,842
2020-04-12 18:12:36,2020-04-12 18:13:21,45,45,0
2020-04-12 18:17:19,2020-04-12 18:44:47,1648,1168,480
2020-04-12 19:01:20,2020-04-12 19:03:38,138,25,113
2020-04-12 19:09:44,2020-04-12 19:11:08,84,11,73
2020-04-12 19:13:14,2020-04-12 19:15:50,156,9,147
2020-04-12 19:20:03,2020-04-12 19:24:55,292,1,291
2020-04-12 19:28:08,2020-04-12 19:35:22,434,8,426
2020-04-12 19:38:46,2020-04-12 19:43:03,257,16,241
2020-04-12 19:47:22,2020-04-12 19:49:16,114,15,99
2020-04-12 20:18:54,2020-04-12 20:23:29,275,49,226
2020-04-12 20:28:14,2020-04-13 05:17:44,31770,31290,480
2020-04-13 05:29:57,2020-04-13 09:03:41,12824,12817,7
2020-04-13 09:51:50,2020-04-13 09:53:50,120,120,0
2020-04-13 09:53:24,2020-04-13 09:54:42,78,6,72
2020-04-13 09:58:58,2020-04-13 10:02:14,196,8,188
2020-04-13 10:02:45,2020-04-13 10:39:09,2184,1704,480
2020-04-13 11:28:06,2020-04-13 11:28:54,48,18,30
2020-04-13 11:31:08,2020-04-13 11:33:57,169,8,161
2020-04-13 14:52:45,2020-04-13 14:54:18,93,93,0
2020-04-13 14:59:35,2020-04-13 16:34:05,5670,5124,546
2020-04-13 18:05:45,2020-04-13 18:08:57,192,19,173
2020-04-13 18:13:57,2020-04-13 18:16:24,147,147,0
2020-04-13 18:23:49,2020-04-13 19:05:21,2492,1651,841
2020-04-13 19:54:03,2020-04-13 19:55:06,63,32,31
2020-04-13 19:58:18,2020-04-13 20:03:10,292,9,283
2020-04-13 20:08:06,2020-04-14 05:47:40,34774,34774,0
2020-04-14 06:04:19,2020-04-14 06:13:00,521,41,480
2020-04-14 06:14:25,2020-04-14 09:00:48,9983,9503,480
2020-04-14 09:56:05,2020-04-14 09:56:11,6,6,0
2020-04-14 10:40:47,2020-04-14 10:42:06,79,12,67
2020-04-14 10:44:07,2020-04-14 11:33:25,2958,2067,891
2020-04-14 15:31:22,2020-04-14 15:31:40,18,13,5
2020-04-14 15:29:20,2020-04-14 15:37:32,492,12,480
2020-04-14 15:44:45,2020-04-14 17:36:26,6701,6221,480
2020-04-14 18:05:49,2020-04-14 18:06:57,68,39,29
2020-04-14 18:09:23,2020-04-14 18:11:52,149,15,134
2020-04-14 18:12:31,2020-04-14 18:15:11,160,8,152
2020-04-14 19:06:38,2020-04-14 19:08:19,101,39,62
2020-04-14 19:12:28,2020-04-14 19:14:06,98,6,92
2020-04-14 19:16:20,2020-04-14 19:17:34,74,15,59
2020-04-14 19:25:29,2020-04-14 21:12:28,6419,5939,480
2020-04-14 21:16:21,2020-04-15 04:37:58,26497,26497,0
2020-04-15 04:54:28,2020-04-15 04:57:28,180,13,167
2020-04-15 05:03:18,2020-04-15 08:42:04,13126,12646,480
2020-04-15 10:16:56,2020-04-15 10:18:20,84,24,60
2020-04-15 10:20:56,2020-04-15 10:22:29,93,10,83
2020-04-15 10:25:25,2020-04-15 11:10:16,2691,2211,480
2020-04-15 12:36:41,2020-04-15 12:37:30,49,49,0
2020-04-15 12:39:11,2020-04-15 12:41:39,148,28,120
2020-04-15 12:44:15,2020-04-15 12:47:28,193,18,175
2020-04-15 12:50:29,2020-04-15 13:23:11,1962,1482,480
2020-04-15 14:37:02,2020-04-15 14:38:53,111,111,0
2020-04-15 14:39:02,2020-04-15 14:39:17,15,15,0
2020-04-15 15:02:58,2020-04-15 15:03:20,22,22,0
2020-04-15 15:03:45,2020-04-15 15:06:15,150,11,139
2020-04-15 15:11:31,2020-04-15 15:52:30,2459,1560,899
2020-04-15 18:06:35,2020-04-15 18:07:05,30,30,0
2020-04-15 18:23:44,2020-04-15 18:24:07,23,23,0
2020-04-15 18:26:44,2020-04-15 19:14:40,2876,2396,480
2020-04-15 19:39:47,2020-04-15 19:40:18,31,31,0
2020-04-15 19:39:40,2020-04-15 19:40:03,23,23,0
2020-04-15 20:32:29,2020-04-15 20:35:08,159,19,140
2020-04-15 20:33:42,2020-04-15 20:34:34,52,52,0
2020-04-15 20:45:35,2020-04-15 20:48:15,160,13,147
2020-04-15 20:49:12,2020-04-15 20:54:09,297,6,291
2020-04-15 20:54:39,2020-04-15 20:57:44,185,11,174
2020-04-15 20:56:48,2020-04-16 06:03:48,32820,32157,663
2020-04-16 06:19:45,2020-04-16 06:26:36,411,29,382
2020-04-16 06:24:47,2020-04-16 08:54:00,8953,8473,480
2020-04-16 10:27:50,2020-04-16 10:29:39,109,109,0
2020-04-16 10:29:26,2020-04-16 10:31:49,143,26,117
2020-04-16 10:35:53,2020-04-16 11:20:30,2677,2197,480
2020-04-16 13:03:13,2020-04-16 13:05:06,113,27,86
2020-04-16 13:04:43,2020-04-16 13:05:48,65,21,44
2020-04-16 13:08:19,2020-04-16 13:52:35,2656,1772,884
2020-04-16 15:31:13,2020-04-16 15:32:12,59,36,23
2020-04-16 15:36:29,2020-04-16 15:39:15,166,12,154
2020-04-16 15:42:49,2020-04-16 15:51:25,516,35,481
2020-04-16 16:00:35,2020-04-16 16:01:15,40,40,0
2020-04-16 16:04:57,2020-04-16 16:33:54,1737,1737,0
2020-04-16 19:23:22,2020-04-16 19:24:13,51,51,0
2020-04-16 19:25:26,2020-04-16 19:29:52,266,43,223
2020-04-16 19:31:45,2020-04-16 19:33:00,75,13,62
2020-04-16 19:34:06,2020-04-16 19:34:10,4,4,0
2020-04-16 20:16:44,2020-04-16 20:17:32,48,24,24
2020-04-16 20:22:55,2020-04-16 20:24:04,69,17,52
2020-04-16 20:29:46,2020-04-16 20:32:50,184,15,169
2020-04-16 20:34:12,2020-04-16 20:34:15,3,3,0
2020-04-16 20:37:37,2020-04-17 05:55:49,33492,33012,480
2020-04-17 06:14:21,2020-04-17 09:21:16,11215,10735,480
2020-04-17 11:04:47,2020-04-17 11:05:18,31,20,11
2020-04-17 11:11:28,2020-04-17 12:09:42,3494,2653,841
2020-04-17 13:39:00,2020-04-17 13:39:28,28,25,3
2020-04-17 13:44:14,2020-04-17 13:46:54,160,12,148
2020-04-17 13:45:02,2020-04-17 13:45:04,2,2,0
2020-04-17 13:52:26,2020-04-17 14:37:09,2683,2203,480
2020-04-17 16:05:26,2020-04-17 16:05:35,9,9,0
2020-04-17 16:08:35,2020-04-17 16:09:12,37,16,21
2020-04-17 16:12:40,2020-04-17 17:01:31,2931,2093,838
2020-04-17 17:01:49,2020-04-17 17:02:31,42,22,20
2020-04-17 17:43:06,2020-04-17 17:43:37,31,14,17
2020-04-17 18:44:43,2020-04-17 18:45:19,36,17,19
2020-04-17 18:50:44,2020-04-17 19:48:38,3474,2977,497
2020-04-17 21:24:42,2020-04-17 21:28:58,256,62,194
2020-04-17 21:29:27,2020-04-17 21:34:07,280,14,266
2020-04-17 21:37:53,2020-04-17 21:42:35,282,16,266
2020-04-17 21:45:12,2020-04-18 07:50:16,36304,35824,480
2020-04-18 08:04:17,2020-04-18 08:12:55,518,38,480
2020-04-18 08:15:18,2020-04-18 09:28:47,4409,3929,480
2020-04-18 11:26:52,2020-04-18 11:27:21,29,29,0
2020-04-18 11:31:40,2020-04-18 11:34:18,158,16,142
2020-04-18 11:37:31,2020-04-18 12:18:15,2444,1964,480
2020-04-18 17:03:38,2020-04-18 17:04:01,23,23,0
2020-04-18 17:10:31,2020-04-18 17:11:57,86,15,71
2020-04-18 17:11:22,2020-04-18 18:06:54,3332,2819,513
2020-04-18 18:15:14,2020-04-18 18:17:11,117,19,98
2020-04-18 18:18:15,2020-04-18 19:15:17,3422,2942,480
2020-04-18 21:01:47,2020-04-18 21:03:35,108,15,93
2020-04-18 21:04:49,2020-04-18 21:07:39,170,11,159
2020-04-18 21:11:22,2020-04-18 21:14:53,211,11,200
2020-04-18 21:19:19,2020-04-18 21:25:27,368,10,358
2020-04-18 21:27:53,2020-04-19 06:32:40,32687,32207,480
2020-04-19 06:52:58,2020-04-19 10:04:42,11504,11024,480
2020-04-19 12:09:55,2020-04-19 12:50:46,2451,1971,480
2020-04-19 14:11:02,2020-04-19 14:11:10,8,8,0
2020-04-19 14:19:05,2020-04-19 14:24:04,299,30,269
2020-04-19 14:25:21,2020-04-19 15:17:36,3135,2294,841
2020-04-19 16:18:56,2020-04-19 16:19:52,56,14,42
2020-04-19 16:29:28,2020-04-19 16:32:43,195,9,186
2020-04-19 16:37:12,2020-04-19 18:26:41,6569,6089,480
2020-04-19 20:46:42,2020-04-19 20:46:48,6,6,0
2020-04-19 20:47:46,2020-04-19 21:50:46,3780,3300,480
2020-04-19 22:01:02,2020-04-20 06:24:45,30223,29743,480
2020-04-20 06:43:08,2020-04-20 09:49:06,11158,10678,480
2020-04-20 11:30:10,2020-04-20 11:32:09,119,29,90
2020-04-20 11:36:34,2020-04-20 11:36:46,12,12,0
2020-04-20 11:38:26,2020-04-20 12:18:28,2402,1921,481
2020-04-20 13:43:05,2020-04-20 13:43:23,18,18,0
2020-04-20 13:47:50,2020-04-20 13:52:16,266,36,230
2020-04-20 13:53:22,2020-04-20 14:36:51,2609,2045,564
2020-04-20 16:15:28,2020-04-20 16:15:41,13,13,0
2020-04-20 16:19:07,2020-04-20 16:24:33,326,18,308
